vehicle_id,brand,model,vehicle_type,fuel_type,ex_showroom_price,on_road_price,mileage_kmpl_or_range_km,engine_cc,power_bhp,transmission,number_of_variants,number_of_colors,city,rating,review_count,model_year
218,Ola,Roadster X,Electric Scooter,Electric,147491,174863,197.2,1,9.0,Manual,3,4,Bengaluru,4.4,2106,2024
219,Yamaha,MT-15,Bike,Petrol,127507,146058,44.0,400,7.6,Manual,4,1,Hyderabad,4.9,684,2023
220,Bajaj,Pulsar 125,Scooter,Petrol,232093,256462,50.7,450,40.4,Manual,3,4,Kolkata,4.6,2161,2026
221,KTM,390 Duke,Bike,Petrol,228317,261224,40.7,450,21.5,Manual,5,5,Jaipur,4.6,2069,2026
222,Royal Enfield,Meteor 350,Bike,Petrol,380014,458991,75.2,125,7.9,Automatic,3,5,Pune,3.5,625,2025
223,Ather,Rizta S,Electric Scooter,Electric,116131,128550,142.1,1,9.7,Automatic,3,5,Ahmedabad,5.0,443,2025
224,Yamaha,FZ-FI,Bike,Petrol,234530,275500,69.0,250,12.4,Automatic,3,3,Chennai,4.1,1101,2025
225,Hero,Splendor Plus,Bike,Petrol,88091,106310,53.5,200,24.9,Automatic,4,2,Delhi,4.9,1853,2023
226,Ola,S1 X,Bike,Electric,132118,146539,129.0,1,11.8,Manual,4,2,Lucknow,3.5,1767,2025
227,Yamaha,Fascino 125,Scooter,Petrol,404371,493089,75.9,100,12.2,Manual,5,4,Pune,3.4,589,2025
228,Ola,S1 Air,Bike,Electric,90451,101407,118.5,0,14.2,Manual,4,2,Pune,3.5,892,2023
229,Honda,Shine,Bike,Petrol,341266,391478,60.9,110,43.7,Automatic,4,4,Delhi,4.0,196,2026
230,Ola,S1 Pro,Electric Scooter,Electric,162960,197368,181.9,1,8.6,Manual,5,5,Ahmedabad,4.7,881,2024
231,Suzuki,Gixxer,Scooter,Petrol,408194,449035,41.2,125,41.0,Automatic,4,3,Mumbai,5.0,610,2023
232,Suzuki,Access 125,Bike,Petrol,74171,85543,43.6,125,9.2,Manual,3,2,Hyderabad,3.9,702,2025
233,Honda,Hornet 2.0,Bike,Petrol,247385,275146,76.1,400,41.9,Manual,5,1,Jaipur,3.6,1226,2023
234,Yamaha,MT-15,Scooter,Petrol,99540,114709,49.0,150,29.1,Automatic,5,4,Lucknow,4.7,1142,2026
235,Suzuki,Burgman Street,Scooter,Petrol,334956,404180,56.8,150,38.3,Manual,3,5,Ahmedabad,3.5,121,2025
236,Ather,450 Apex,Electric Scooter,Electric,185772,222982,140.6,0,13.1,Manual,4,5,Ahmedabad,3.8,299,2023
237,Hero,Mavrick 440,Scooter,Petrol,311038,342142,77.2,160,36.1,Manual,4,5,Jaipur,5.0,2448,2025
238,Yamaha,Fascino 125,Bike,Petrol,365546,444512,75.3,200,34.7,Manual,5,4,Jaipur,4.7,1859,2024
239,Royal Enfield,Hunter 350,Scooter,Petrol,95106,114910,50.9,350,21.1,Automatic,5,5,Pune,4.3,281,2025
240,Suzuki,Burgman Street,Scooter,Petrol,243207,285868,46.7,350,17.2,Manual,3,4,Hyderabad,4.3,1668,2023
241,Royal Enfield,Hunter 350,Bike,Petrol,142603,159947,78.9,300,13.0,Manual,4,1,Kolkata,3.4,518,2024
242,Ather,450S,Electric Scooter,Electric,151216,178407,111.5,0,7.1,Manual,3,1,Kolkata,4.2,1507,2025
243,TVS,Apache RTR 160,Scooter,Petrol,368472,440584,41.0,150,11.7,Automatic,4,5,Kolkata,3.6,911,2023
244,Hero,Splendor Plus,Scooter,Petrol,206650,248707,57.2,160,34.3,Manual,4,3,Bengaluru,3.9,900,2025
245,KTM,125 Duke,Scooter,Petrol,186950,223960,52.4,250,19.0,Manual,5,3,Mumbai,4.7,604,2025
246,Honda,Hornet 2.0,Scooter,Petrol,399971,456909,47.5,160,18.7,Automatic,3,5,Jaipur,4.8,2175,2026
247,Hero,HF Deluxe,Scooter,Petrol,445392,500909,67.4,160,9.7,Manual,3,5,Hyderabad,4.4,224,2024
248,Suzuki,Gixxer,Scooter,Petrol,431389,488832,64.0,150,17.6,Manual,3,2,Lucknow,3.5,527,2024
249,Royal Enfield,Meteor 350,Scooter,Petrol,389264,437740,69.5,400,29.1,Manual,5,3,Bengaluru,3.6,1836,2026
250,Honda,Hornet 2.0,Scooter,Petrol,141361,156803,67.6,400,29.9,Manual,4,3,Jaipur,3.4,412,2026
251,Bajaj,Pulsar NS160,Scooter,Petrol,195356,228105,40.6,125,21.2,Manual,4,1,Hyderabad,3.6,2315,2023
252,TVS,Sport,Bike,Petrol,369281,438848,58.0,160,42.9,Automatic,5,4,Mumbai,3.9,2038,2026
253,Hero,Splendor Plus,Bike,Petrol,238123,289298,77.5,350,24.1,Manual,3,2,Pune,5.0,851,2024
254,Yamaha,MT-15,Bike,Petrol,247003,279372,69.9,350,23.5,Manual,3,3,Lucknow,5.0,869,2023
255,Ather,450S,Electric Scooter,Electric,95451,115047,112.4,0,7.0,Automatic,5,1,Jaipur,3.2,2356,2026
256,Honda,Unicorn,Bike,Petrol,446873,523456,69.3,400,29.7,Manual,5,2,Mumbai,4.6,284,2026
257,Ola,S1 Air,Electric Scooter,Electric,182088,201793,117.9,0,10.2,Manual,3,5,Pune,4.6,304,2023
258,Hero,Mavrick 440,Bike,Petrol,208927,236047,71.5,110,30.9,Automatic,4,4,Mumbai,4.4,1582,2025
259,Honda,SP 125,Bike,Petrol,171133,194429,71.4,400,7.8,Manual,3,3,Pune,3.3,832,2025
260,Yamaha,MT-15,Bike,Petrol,394317,478347,46.4,160,36.9,Automatic,5,5,Hyderabad,4.0,973,2023
261,Hero,Xtreme 160R,Scooter,Petrol,404387,462144,57.7,400,27.4,Manual,3,5,Kolkata,3.6,576,2026
262,Royal Enfield,Meteor 350,Scooter,Petrol,300497,362146,54.9,400,42.8,Manual,3,3,Bengaluru,3.8,2482,2024
263,Royal Enfield,Classic 350,Bike,Petrol,141240,155589,53.8,125,22.8,Manual,5,5,Kolkata,3.5,504,2026
264,Suzuki,Avenis 125,Bike,Petrol,174814,208856,40.1,110,27.2,Manual,4,1,Delhi,3.9,2473,2024
265,Bajaj,Pulsar NS160,Scooter,Petrol,371083,419117,44.7,400,30.1,Manual,4,3,Pune,3.6,421,2026
266,Ola,S1 Air,Electric Scooter,Electric,100534,118989,172.9,0,10.4,Automatic,3,5,Mumbai,3.8,150,2024
267,Hero,HF Deluxe,Bike,Petrol,208279,252429,77.8,100,25.8,Manual,4,1,Kolkata,3.4,314,2025
268,Suzuki,Burgman Street,Bike,Petrol,176718,212570,56.8,100,30.2,Automatic,5,5,Chennai,3.6,1413,2026
269,Ather,Rizta,Electric Scooter,Electric,144191,162130,182.0,0,13.7,Manual,4,1,Kolkata,4.0,348,2025
270,Honda,Shine,Bike,Petrol,69994,84568,40.5,350,37.5,Manual,4,4,Jaipur,4.5,741,2026
271,Ather,450S,Electric Scooter,Electric,91476,110970,178.4,0,7.3,Manual,5,3,Bengaluru,3.8,1865,2026
272,Suzuki,V-Strom SX,Bike,Petrol,415067,475462,41.8,450,42.3,Automatic,3,1,Mumbai,4.6,728,2026
273,Ather,Rizta,Electric Scooter,Electric,153975,183387,172.7,0,11.8,Manual,5,4,Kolkata,4.4,229,2024
274,KTM,125 Duke,Scooter,Petrol,272574,328914,64.2,160,31.9,Automatic,4,2,Lucknow,3.9,2324,2024
275,Ola,S1 Air,Electric Scooter,Electric,118722,137818,184.8,1,14.1,Manual,3,2,Mumbai,3.4,380,2024
276,Suzuki,Burgman Street,Scooter,Petrol,308056,362401,50.9,200,27.3,Automatic,3,1,Chennai,4.5,932,2026
277,Suzuki,Burgman Street,Bike,Petrol,310172,377788,72.6,150,24.5,Automatic,4,5,Hyderabad,3.9,401,2023
278,Royal Enfield,Himalayan 450,Bike,Petrol,221255,266164,49.7,160,30.9,Automatic,3,3,Ahmedabad,3.8,464,2026
279,Yamaha,MT-15,Scooter,Petrol,408303,496526,50.0,200,22.2,Automatic,5,5,Lucknow,3.2,1708,2025
280,Hero,Xtreme 125R,Scooter,Petrol,388258,441656,74.0,200,28.5,Automatic,5,2,Delhi,4.6,1961,2025
281,KTM,250 Duke,Bike,Petrol,151724,168159,74.6,400,21.8,Automatic,5,3,Mumbai,4.5,1309,2026
282,Bajaj,Pulsar NS200,Scooter,Petrol,176585,204188,53.7,160,31.1,Manual,4,4,Pune,4.6,1954,2024
283,Honda,Unicorn,Bike,Petrol,390329,452798,44.4,450,13.4,Automatic,5,1,Jaipur,3.3,927,2025
284,Hero,Xtreme 160R,Bike,Petrol,214134,252706,48.2,200,24.3,Automatic,4,2,Hyderabad,4.4,384,2025
285,Ola,Roadster X,Bike,Electric,219327,256330,194.9,0,6.5,Manual,4,2,Ahmedabad,3.4,1062,2026
286,KTM,125 Duke,Scooter,Petrol,366494,441097,75.3,450,15.0,Automatic,5,5,Kolkata,3.7,1544,2023
287,Bajaj,Pulsar NS200,Scooter,Petrol,238860,289712,75.9,250,30.5,Automatic,4,4,Kolkata,4.0,954,2023
288,KTM,390 Adventure,Bike,Petrol,410158,453892,48.4,110,25.0,Automatic,5,5,Hyderabad,5.0,2050,2026
289,Ola,Roadster X,Electric Scooter,Electric,146799,165575,112.8,1,8.0,Manual,5,4,Delhi,3.8,1046,2026
290,TVS,Apache RTR 200 4V,Scooter,Petrol,338493,407464,75.9,110,20.0,Manual,5,2,Kolkata,4.5,2153,2024
291,Royal Enfield,Classic 350,Scooter,Petrol,215655,241730,45.8,125,7.1,Automatic,3,2,Jaipur,4.5,2238,2026
292,Honda,Shine,Scooter,Petrol,195956,233824,53.9,110,32.4,Automatic,5,5,Delhi,4.6,49,2026
293,KTM,250 Duke,Bike,Petrol,119353,138209,58.8,350,25.7,Automatic,5,1,Bengaluru,4.6,1472,2025
294,TVS,Raider 125,Bike,Petrol,308935,358741,45.0,100,38.1,Automatic,4,4,Kolkata,4.9,1705,2025
295,Yamaha,FZ-X,Bike,Petrol,402629,482787,74.2,125,13.9,Manual,3,1,Pune,3.9,396,2026
296,Hero,Xtreme 125R,Bike,Petrol,185062,208465,53.5,150,32.6,Manual,4,4,Kolkata,4.3,2445,2023
297,KTM,200 Duke,Bike,Petrol,106235,122701,55.1,100,12.8,Manual,3,2,Ahmedabad,4.9,118,2025
298,Ola,S1 Air,Electric Scooter,Electric,198892,233465,141.3,0,12.0,Automatic,5,1,Kolkata,4.9,507,2023
299,Honda,CB200X,Bike,Petrol,357820,403338,70.5,250,31.6,Automatic,4,4,Chennai,3.3,1725,2024
300,Hero,Splendor Plus,Scooter,Petrol,231536,275632,73.6,100,37.2,Manual,5,4,Delhi,4.6,1026,2023
301,Ola,S1 Air,Electric Scooter,Electric,137265,161723,133.1,0,10.7,Manual,4,5,Chennai,4.2,1601,2024
302,Yamaha,MT-15,Scooter,Petrol,221140,250759,73.1,200,10.3,Manual,3,5,Bengaluru,3.7,113,2025
303,Suzuki,V-Strom SX,Bike,Petrol,122616,147357,66.1,300,19.1,Automatic,5,4,Hyderabad,3.8,2234,2025
304,TVS,Radeon,Bike,Petrol,196379,230691,67.1,100,33.8,Automatic,4,4,Bengaluru,3.5,1729,2025
305,Hero,HF Deluxe,Scooter,Petrol,321446,389411,79.4,300,21.2,Manual,3,4,Ahmedabad,3.8,546,2025
306,Honda,Unicorn,Scooter,Petrol,158079,186170,58.8,400,41.4,Manual,5,3,Ahmedabad,4.7,1987,2025
307,Hero,Xtreme 125R,Scooter,Petrol,371868,424975,50.0,110,39.5,Automatic,5,1,Pune,3.5,679,2025
308,KTM,390 Adventure,Bike,Petrol,136088,158376,72.9,160,34.9,Manual,5,2,Lucknow,3.4,984,2024
309,Ather,Rizta S,Electric Scooter,Electric,101260,120293,129.1,0,8.4,Automatic,4,5,Bengaluru,4.2,1696,2026
310,Bajaj,Pulsar NS160,Scooter,Petrol,118592,141850,77.7,300,38.4,Manual,3,5,Kolkata,3.9,452,2023
311,Yamaha,Fascino 125,Bike,Petrol,357410,419611,63.8,100,33.6,Automatic,5,2,Ahmedabad,3.7,1478,2023
312,Yamaha,FZ-X,Scooter,Petrol,182192,208009,41.3,400,23.4,Manual,3,4,Delhi,4.0,561,2023
313,Hero,Splendor Plus,Bike,Petrol,244689,271402,54.4,160,35.3,Automatic,4,1,Delhi,4.2,1686,2023
314,Yamaha,FZ-FI,Scooter,Petrol,393269,450576,76.5,125,15.4,Automatic,4,5,Delhi,3.7,1025,2025
315,Yamaha,Fascino 125,Scooter,Petrol,194593,235935,67.4,350,29.9,Manual,4,3,Mumbai,4.9,1282,2024
316,Suzuki,V-Strom SX,Bike,Petrol,77306,88327,70.9,125,9.9,Automatic,4,4,Ahmedabad,3.8,2438,2023
317,Suzuki,Gixxer,Scooter,Petrol,234024,276405,57.8,150,22.7,Automatic,5,4,Ahmedabad,3.5,741,2026
318,TVS,Apache RTR 200 4V,Scooter,Petrol,441671,512467,75.2,125,15.8,Automatic,3,5,Mumbai,4.8,885,2025
319,Suzuki,Burgman Street,Bike,Petrol,322336,356235,51.4,400,19.0,Automatic,5,4,Mumbai,4.7,2230,2025
320,Royal Enfield,Classic 350,Bike,Petrol,182229,209937,44.3,250,26.0,Manual,4,1,Chennai,4.8,1039,2026
321,Ola,S1 Air,Electric Scooter,Electric,219794,252196,168.4,1,14.7,Automatic,3,3,Pune,3.4,2207,2026
322,Suzuki,Gixxer,Bike,Petrol,227793,262353,41.0,250,24.5,Manual,3,2,Bengaluru,4.8,1102,2025
323,TVS,Sport,Scooter,Petrol,99785,118436,46.8,350,37.3,Automatic,4,1,Jaipur,4.4,125,2026
324,Honda,SP 125,Bike,Petrol,103346,117458,40.9,160,43.0,Manual,4,2,Jaipur,4.0,2111,2025
325,Hero,Xtreme 125R,Scooter,Petrol,257994,307992,41.1,400,43.0,Manual,5,2,Hyderabad,5.0,836,2025
326,Ola,Roadster X,Electric Scooter,Electric,201477,227091,108.0,0,7.2,Automatic,3,2,Hyderabad,4.0,1894,2025
327,Royal Enfield,Classic 350,Bike,Petrol,169428,196219,74.8,160,34.6,Automatic,5,5,Lucknow,3.6,2222,2025
328,Suzuki,V-Strom SX,Bike,Petrol,406651,453443,69.4,150,22.5,Manual,4,4,Bengaluru,4.5,839,2024
329,TVS,Apache RTR 160,Scooter,Petrol,160598,189148,51.9,250,11.2,Automatic,5,1,Hyderabad,4.4,397,2024
330,Honda,CB200X,Scooter,Petrol,124222,137165,69.5,160,10.1,Automatic,3,2,Jaipur,3.5,2192,2026
331,Bajaj,Pulsar NS160,Scooter,Petrol,405130,482980,63.1,125,44.4,Manual,4,2,Mumbai,3.8,1897,2026
332,Suzuki,Avenis 125,Bike,Petrol,68178,81373,51.2,450,28.1,Manual,4,4,Delhi,4.8,1381,2026
333,Hero,Xtreme 160R,Bike,Petrol,415918,460555,50.1,300,26.4,Manual,4,3,Bengaluru,3.8,2239,2024
334,Hero,HF Deluxe,Scooter,Petrol,80029,88208,57.2,200,12.4,Manual,4,1,Ahmedabad,4.5,563,2025
335,Royal Enfield,Himalayan 450,Scooter,Petrol,319136,389228,74.0,450,11.3,Manual,3,2,Ahmedabad,3.4,1891,2023
336,KTM,125 Duke,Scooter,Petrol,151803,176969,59.3,110,23.2,Manual,5,2,Jaipur,4.9,536,2026
337,Royal Enfield,Meteor 350,Scooter,Petrol,394852,438596,41.0,160,9.6,Automatic,4,2,Lucknow,3.9,2049,2024
338,TVS,Apache RTR 200 4V,Scooter,Petrol,203261,231097,61.0,150,30.0,Automatic,4,3,Kolkata,3.2,132,2026
339,Royal Enfield,Meteor 350,Bike,Petrol,256591,304690,45.1,250,7.6,Manual,3,5,Kolkata,3.4,1589,2023
340,Ather,Rizta,Electric Scooter,Electric,108382,130811,170.2,0,8.0,Manual,5,1,Bengaluru,3.5,2247,2025
341,Ola,Roadster,Bike,Electric,133924,158024,99.4,0,8.8,Automatic,5,1,Ahmedabad,3.4,1888,2026
342,Suzuki,Gixxer,Bike,Petrol,79389,91747,74.9,125,40.9,Manual,3,1,Delhi,4.1,861,2024
343,Ola,Roadster,Electric Scooter,Electric,132234,156461,171.2,0,10.8,Automatic,3,4,Bengaluru,4.1,180,2023
344,Ather,Rizta,Electric Scooter,Electric,160986,179172,114.9,1,14.6,Manual,5,5,Jaipur,3.4,220,2026
345,Suzuki,Gixxer,Scooter,Petrol,250550,300261,61.8,450,31.2,Manual,5,3,Pune,3.7,751,2023
346,KTM,390 Duke,Bike,Petrol,66466,80353,45.4,300,9.8,Automatic,4,4,Bengaluru,4.8,55,2023
347,Ola,S1 X,Bike,Electric,171133,196377,123.3,1,11.8,Automatic,4,2,Pune,4.2,2486,2025
348,Honda,Hornet 2.0,Bike,Petrol,423766,483397,53.8,350,9.4,Manual,4,3,Delhi,3.4,1783,2024
349,TVS,Apache RTR 200 4V,Bike,Petrol,210486,241317,58.1,350,22.8,Automatic,4,4,Lucknow,3.3,2274,2024
350,Suzuki,Access 125,Scooter,Petrol,96728,112498,46.1,400,17.0,Manual,5,4,Delhi,3.4,1221,2024
351,TVS,Sport,Scooter,Petrol,401373,459025,42.3,100,8.6,Manual,3,3,Hyderabad,4.2,1668,2025
352,Ather,450X,Electric Scooter,Electric,96618,113403,106.7,0,8.7,Manual,4,2,Kolkata,4.1,1311,2025
353,Honda,Hornet 2.0,Scooter,Petrol,235205,285281,54.4,400,17.5,Manual,4,2,Kolkata,3.8,2447,2024
354,Ola,S1 Air,Electric Scooter,Electric,161382,186841,199.5,1,11.7,Automatic,4,3,Kolkata,5.0,414,2026
355,Suzuki,Avenis 125,Bike,Petrol,220918,244456,64.4,250,21.5,Automatic,5,2,Pune,3.6,2421,2025
356,KTM,250 Duke,Scooter,Petrol,368994,408909,63.5,100,26.1,Manual,5,2,Jaipur,4.0,1600,2025
357,Suzuki,V-Strom SX,Scooter,Petrol,188099,211081,40.6,100,28.7,Manual,5,5,Lucknow,3.7,1363,2025
358,Suzuki,Burgman Street,Bike,Petrol,433582,487466,57.7,125,14.0,Manual,4,4,Pune,4.1,913,2026
359,Suzuki,Burgman Street,Scooter,Petrol,364182,424780,60.2,160,8.0,Manual,5,1,Chennai,3.3,2072,2025
360,Yamaha,MT-15,Bike,Petrol,296189,337551,61.7,160,24.1,Automatic,3,1,Mumbai,3.5,1733,2024
361,Ather,Rizta,Electric Scooter,Electric,99506,111159,166.0,0,14.5,Manual,4,4,Mumbai,4.4,1352,2023
362,Bajaj,Pulsar NS200,Scooter,Petrol,151126,166642,56.5,150,29.0,Automatic,5,2,Ahmedabad,4.2,1825,2026
363,Suzuki,Avenis 125,Bike,Petrol,367788,413737,43.9,200,30.5,Automatic,3,2,Mumbai,4.3,1180,2025
364,Suzuki,Avenis 125,Scooter,Petrol,235733,270895,78.5,300,22.2,Automatic,5,3,Mumbai,4.7,1893,2026
365,Hero,Xtreme 125R,Scooter,Petrol,444770,536756,42.7,100,43.4,Automatic,4,5,Kolkata,4.2,428,2026
366,Ola,Roadster X,Electric Scooter,Electric,136413,156751,186.8,1,6.3,Manual,5,3,Kolkata,4.3,1622,2025
367,Honda,Shine,Bike,Petrol,323360,363849,48.0,450,28.7,Automatic,5,2,Kolkata,4.6,2397,2025
368,Yamaha,R15 V4,Bike,Petrol,99924,117232,56.5,160,34.9,Manual,5,4,Chennai,4.8,1637,2023
369,Ather,450X,Electric Scooter,Electric,185485,204567,189.9,0,12.3,Automatic,5,5,Bengaluru,3.3,1564,2024
370,Hero,Xtreme 160R,Bike,Petrol,104255,114963,60.9,100,14.5,Automatic,5,2,Jaipur,3.8,230,2025
371,Suzuki,Gixxer,Bike,Petrol,398298,450975,50.2,400,13.9,Manual,5,2,Mumbai,4.0,54,2024
372,Royal Enfield,Classic 350,Scooter,Petrol,341319,382489,73.3,450,10.3,Manual,4,4,Ahmedabad,3.9,1362,2025
373,TVS,Sport,Bike,Petrol,373360,417586,51.7,100,7.8,Automatic,5,5,Hyderabad,4.7,632,2024
374,TVS,Radeon,Bike,Petrol,342833,379141,48.3,350,40.4,Manual,3,5,Bengaluru,4.8,1197,2026
375,Royal Enfield,Classic 350,Scooter,Petrol,89648,108636,70.4,110,32.9,Automatic,5,5,Kolkata,3.9,188,2023
376,Suzuki,Access 125,Bike,Petrol,334745,395202,53.1,250,12.0,Automatic,5,4,Lucknow,4.5,603,2025
377,Yamaha,FZ-X,Scooter,Petrol,417580,485566,49.3,450,7.3,Automatic,3,4,Jaipur,3.8,2240,2024
378,Hero,Xtreme 125R,Scooter,Petrol,447563,540831,55.1,125,36.9,Manual,5,2,Hyderabad,4.1,1306,2025
379,Suzuki,Gixxer,Scooter,Petrol,75785,91958,50.9,200,33.2,Automatic,3,1,Ahmedabad,3.6,1317,2025
380,Yamaha,Fascino 125,Scooter,Petrol,180375,218836,53.2,300,16.0,Automatic,4,3,Kolkata,3.4,200,2026
381,Ola,Roadster X,Electric Scooter,Electric,156916,176707,95.9,0,14.6,Manual,5,1,Lucknow,4.2,699,2025
382,TVS,Apache RTR 200 4V,Bike,Petrol,119970,146093,64.2,125,37.1,Automatic,5,3,Hyderabad,4.0,1401,2023
383,Hero,Xtreme 160R,Scooter,Petrol,437339,498187,44.5,110,18.6,Manual,5,2,Hyderabad,3.6,396,2024
384,Ather,450X,Electric Scooter,Electric,152443,172364,149.9,0,5.6,Manual,3,2,Mumbai,4.0,1510,2025
385,Ather,450 Apex,Electric Scooter,Electric,211519,252598,148.3,1,9.2,Manual,4,2,Delhi,3.4,857,2024
386,Suzuki,Burgman Street,Scooter,Petrol,311356,374088,66.4,200,18.8,Manual,5,1,Chennai,3.6,1459,2023
387,Honda,Shine,Bike,Petrol,428107,479539,60.5,200,35.2,Manual,4,1,Mumbai,4.5,904,2023
388,Hero,Xtreme 160R,Scooter,Petrol,395833,469555,42.9,450,30.6,Manual,4,2,Kolkata,4.6,481,2026
389,Hero,Mavrick 440,Scooter,Petrol,209401,247317,58.1,100,23.9,Manual,5,2,Kolkata,4.4,1831,2024
390,Honda,SP 125,Scooter,Petrol,369962,440458,72.3,110,22.2,Manual,3,4,Delhi,4.7,2420,2023
391,Royal Enfield,Classic 350,Scooter,Petrol,169186,202730,53.0,400,15.9,Manual,5,1,Pune,3.6,545,2026
392,Suzuki,Gixxer,Scooter,Petrol,97574,112467,42.5,125,20.8,Automatic,4,5,Bengaluru,3.8,1994,2025
393,Honda,SP 125,Bike,Petrol,295693,357758,52.8,350,39.1,Automatic,5,3,Jaipur,3.3,1926,2023
394,TVS,Apache RTR 200 4V,Bike,Petrol,100525,119479,43.1,125,25.1,Manual,5,5,Pune,3.2,74,2026
395,KTM,250 Duke,Bike,Petrol,257376,291891,72.1,250,14.6,Manual,4,5,Hyderabad,4.6,1049,2025
396,Bajaj,Pulsar NS160,Scooter,Petrol,321433,378830,52.4,160,38.5,Manual,3,5,Lucknow,3.4,911,2023
397,Hero,HF Deluxe,Bike,Petrol,421742,466097,50.4,450,20.4,Manual,5,1,Chennai,3.5,1600,2024
398,Hero,Mavrick 440,Scooter,Petrol,175114,202087,65.1,250,31.1,Manual,5,3,Lucknow,4.3,1936,2023
399,Hero,Mavrick 440,Scooter,Petrol,148123,177596,65.4,250,30.5,Automatic,3,4,Delhi,4.0,1224,2025
400,KTM,250 Duke,Scooter,Petrol,434359,487863,67.8,450,34.1,Manual,4,2,Hyderabad,4.1,2070,2025
401,Ather,Rizta,Electric Scooter,Electric,85992,97076,183.9,0,11.1,Manual,3,1,Delhi,3.6,834,2024
402,Ather,Rizta,Electric Scooter,Electric,88720,107875,127.7,0,6.6,Manual,5,5,Chennai,4.0,934,2026
403,KTM,390 Adventure,Bike,Petrol,165625,188703,69.2,150,41.8,Manual,3,5,Hyderabad,4.9,1437,2026
404,Ola,S1 Air,Electric Scooter,Electric,162004,195169,118.3,0,7.2,Manual,4,1,Lucknow,3.8,101,2023
405,Honda,CB200X,Bike,Petrol,440233,524520,76.7,125,28.6,Automatic,5,3,Delhi,4.7,1341,2026
406,Royal Enfield,Meteor 350,Scooter,Petrol,290687,333774,73.8,100,8.9,Automatic,4,5,Kolkata,3.8,1945,2026
407,Suzuki,Access 125,Scooter,Petrol,243986,269171,44.5,250,25.4,Manual,5,4,Hyderabad,4.5,1547,2024
408,Hero,Xtreme 160R,Scooter,Petrol,172051,203022,61.4,300,32.9,Manual,4,2,Jaipur,3.8,2361,2026
409,Honda,Hornet 2.0,Scooter,Petrol,447650,533764,77.5,250,34.8,Automatic,5,2,Pune,4.1,287,2024
410,TVS,Raider 125,Scooter,Petrol,160965,193568,53.0,300,25.0,Manual,5,5,Chennai,4.6,452,2023
411,Bajaj,Pulsar NS160,Bike,Petrol,327678,368172,71.6,350,31.1,Manual,3,5,Jaipur,4.2,1651,2026
412,Bajaj,Pulsar NS160,Scooter,Petrol,65363,77594,43.7,110,9.0,Manual,4,3,Delhi,4.2,525,2024
413,Honda,SP 125,Bike,Petrol,93885,113668,75.9,110,34.6,Automatic,4,5,Bengaluru,4.1,1035,2026
414,KTM,250 Duke,Scooter,Petrol,174876,196262,69.1,160,37.6,Manual,3,2,Chennai,4.6,2293,2024
415,Suzuki,V-Strom SX,Scooter,Petrol,137534,165092,60.1,100,34.5,Automatic,4,4,Lucknow,4.9,387,2024
416,Hero,Xtreme 125R,Scooter,Petrol,205183,238456,53.0,300,44.0,Automatic,4,1,Mumbai,3.3,834,2026
417,KTM,250 Duke,Scooter,Petrol,187989,219800,73.1,400,9.4,Manual,4,1,Hyderabad,4.0,352,2023
418,Suzuki,Access 125,Bike,Petrol,218857,256939,50.5,100,22.2,Automatic,3,2,Ahmedabad,4.3,1575,2026
419,Royal Enfield,Classic 350,Bike,Petrol,441970,518031,74.7,400,39.9,Automatic,4,3,Mumbai,4.0,963,2025
420,Yamaha,FZ-FI,Scooter,Petrol,413951,500689,56.8,350,25.5,Automatic,4,5,Bengaluru,3.8,2147,2026
421,KTM,200 Duke,Bike,Petrol,223666,262223,69.7,110,21.3,Manual,3,2,Lucknow,4.2,2073,2025
422,Ola,Roadster X,Bike,Electric,153580,180429,149.1,0,14.0,Manual,4,2,Ahmedabad,4.8,1073,2026
423,Bajaj,Dominar 400,Bike,Petrol,387245,469846,59.0,450,33.4,Automatic,3,5,Delhi,5.0,1969,2023
424,Suzuki,Gixxer,Scooter,Petrol,360901,432009,70.8,150,38.9,Manual,4,5,Delhi,3.4,293,2026
425,Bajaj,Platina 110,Scooter,Petrol,244425,292715,70.1,400,25.5,Manual,4,4,Chennai,3.8,1233,2023
426,Bajaj,Pulsar NS160,Bike,Petrol,169824,191743,49.4,160,22.2,Manual,4,4,Mumbai,3.3,813,2023
427,Suzuki,V-Strom SX,Scooter,Petrol,418699,469646,65.2,350,40.0,Automatic,5,1,Kolkata,3.7,2007,2026
428,Ather,Rizta S,Electric Scooter,Electric,112675,127853,115.1,1,22.2,Manual,4,1,Ahmedabad,4.2,1203,2024
429,Suzuki,Burgman Street,Bike,Petrol,398245,451561,66.6,200,9.9,Automatic,5,2,Delhi,4.4,256,2024
430,Ola,S1 Air,Electric Scooter,Electric,187326,218111,190.1,1,8.6,Automatic,5,4,Hyderabad,4.6,1147,2023
431,Honda,Hornet 2.0,Bike,Petrol,352307,424488,62.0,300,34.6,Manual,4,5,Hyderabad,3.3,174,2023
432,Hero,HF Deluxe,Bike,Petrol,364340,423211,66.0,110,13.7,Automatic,5,5,Kolkata,3.2,1150,2026
433,Honda,SP 125,Bike,Petrol,331294,366510,79.5,400,19.5,Manual,4,3,Bengaluru,4.1,1226,2026
434,Hero,Mavrick 440,Scooter,Petrol,302268,337371,43.2,100,36.4,Manual,3,3,Bengaluru,4.6,1879,2026
435,Hero,Mavrick 440,Bike,Petrol,150936,182491,79.5,400,26.4,Automatic,5,5,Ahmedabad,4.9,925,2024
